,security_type,symbol,name,primary_exchange,currency,sector
sec-s-99d09e00296f43669ec021bb86d57183,equity,CALI,Fincanna Capital Corp,CSE,CAD,
sec-s-833f4d152ec14aa5bb3bb0ce47b86335,equity,CANB,Stigma Pharmaceuticals Inc,TSX-V,CAD,
sec-s-8f601ad5728441a9839708ed609fd238,equity,CARE,Dialogue Health Technologies Inc,TSX,CAD,
sec-s-4e8ac504def24b39850a0fbb18e384a8,equity,CAKE,Radio Fuels Energy Corp,CSE,CAD,
sec-s-93db192fe87d4f17a8903b38c9d161b1,equity,CANS,Wildpack Beverage Inc.,TSX-V,CAD,
sec-s-c729149ebd6c4d6693f72fc61ef5ba22,equity,CAG,Composite Alliance Group Inc,TSX-V,CAD,
sec-s-fa72d204df264c288cd409c36d71b140,equity,CAD,Colonial Coal International Corp,TSX-V,CAD,"Energy, Mining, Materials"
sec-s-bd51ba14146545af8e323617bd3abb6d,equity,CALM,Revitalist Lifestyle and Wellness Ltd,CSE,CAD,
sec-s-0bd68378bf9542f2b485ca613fe2187c,equity,CRBK,Carebook Technologies Inc.,TSX-V,CAD,
sec-s-0ed89a7d2e9b4d8c9de92ec5f938e4ac,equity,ISFT,ICEsoft Technologies Canada Corp,CSE,CAD,
sec-s-1396ca12eb2a4263b82c82309c79b6f7,equity,CFP,Canfor Corp.,TSX,CAD,"Manufacturing, Machinery, Materials"
sec-s-02655ece4f6c421c9aa571efc95c0b27,equity,STCK,Stack Capital Group Inc,TSX,CAD,
sec-s-08201f28f5734f5999923e535ffc797f,equity,DNT,Candente Copper Corp,TSX,CAD,
sec-s-1ab80c913b9648f5b7f74e4a843e5f54,equity,CBLT,CBLT Inc,TSX-V,CAD,
sec-s-2a35c82bf6e5458298e0e5e50c63bfab,equity,CBDN,CBD Global Sciences Inc,CSE,CAD,
sec-s-60264ca86c394435a8e8cfbb2c3cebe6,equity,CBK,Copperbank Resources Corp,CSE,CAD,
sec-s-1a5befa2274e4ea28eb98cd5c974e740,equity,CBP,Certive Solutions Inc,CSE,CAD,
sec-s-a2bd059f97384af9a37e2295c82dfe50,equity,CBIT,Cathedra Bitcoin Inc,TSX-V,CAD,
sec-s-0c17f0cab0e540bdb6f6d999d7216491,equity,CBLU,Clear Blue Technologies International Inc.,TSX-V,CAD,
sec-s-761e27611c234693a5fabddabfb6e218,equity,CBDT,Empower Clinics Inc,CSE,CAD,
sec-s-ab83de76dd9c457dbff49d87c6a386cc,equity,CBI,Colibri Resource Corporation,TSX-V,CAD,
sec-s-8cc35a4e3dd9427f9bb12a6618c1f4a8,equity,CBOX.X,Cashbox Ventures Ltd,CSE,CAD,
sec-s-d01abf4c838e48bca64d001d21c37bac,equity,CBG,Chibougamau Independent Mines Inc,TSX-V,CAD,
sec-s-be44c221ebcc4067898ee77e3fc5891b,equity,CBR,Cabral Gold Inc.,TSX-V,CAD,
sec-s-ffbb1f3197e54a99b088cec24c34b85f,equity,CBV,Cobra Venture Corp,TSX-V,CAD,
sec-s-e859cc631f1644aa8f5da67bac7c53ab,equity,CC,Core Assets Corp,CSE,CAD,
sec-s-3e31ee1e4d65441ca5a5cf8a2840d513,equity,CCL.A,CCL Industries Inc. (Class A),TSX,CAD,
sec-s-8f88ad0ce8f442769641d0b6eb7efa4d,equity,CCL.B,CCL Industries Inc. (Class B),TSX,CAD,"Fractional Trading, Manufacturing, Consumer Products, Technology"
sec-s-07ef0e1463114e80b89ebf1618642d13,equity,CCCM,C3 Metals Inc.,TSX-V,CAD,
sec-s-5a43c5d321af44f7b58edce5bb6a0843,equity,CCD,Cascadero Copper Corporation,TSX-V,CAD,
sec-s-cc310053c00e4c7697a1db6aa572b688,equity,CCII.P,Cuspis Capital Ii Limited,TSX-V,CAD,
sec-s-38844a58eab745d2bcd004d12fb5c90e,equity,CCW,Canada Silver Cobalt Works,TSX-V,CAD,
sec-s-ff75ffcfe5d245ffabfd29a2d41fa1ca,equity,CCR,Green River Gold Corp,CSE,CAD,
sec-s-0b1194c5c97148088d4c14087267d1ed,equity,CCA,Cogeco Communications Inc,TSX,CAD,"Fractional Trading, Telecommunications, Entertainment and Media, Internet"
sec-s-03cb6b25ec0645e48b80a8a04b100e28,equity,CCM,Canagold Resources Ltd,TSX,CAD,
sec-s-5a5340b5d3e34151a6d0d4c2e2a2ccff,equity,CCB,Canada Carbon Inc,TSX-V,CAD,
sec-s-2390f3d6fd6f44d1bff0653ea75ad94d,equity,CCHW,Columbia Care Inc,AEQUITAS NEO EXCHANGE,CAD,
sec-s-497379a2db3249028eac7c7579953936,equity,CCO,Cameco Corp.,TSX,CAD,"Mining, Materials"
sec-s-4baba5ea57904a1e8fb4bc01b74e3886,equity,CCE,Commerce Resources Corp.,TSX-V,CAD,
sec-s-8e399be0bbba4ee39c1e0652b9c5b16d,equity,CCC,Carlyle Commodities Corp,CSE,CAD,
sec-s-da1e9f9e87e545058c60464d3214a4b2,equity,CD,Cantex Mine Development Corp.,TSX-V,CAD,
sec-s-438ad5487bc44422a581d36871d2f178,equity,CDN,CDN Maverick Capital Corp,CSE,CAD,
sec-s-67b0ee9eeee54e47b9d5940ad1b6391f,equity,CDMN,Canadian Manganese Company Inc.,AEQUITAS NEO EXCHANGE,CAD,
sec-s-490c812dded940f8bd10b5be3b5869c6,equity,CDAY,Ceridian HCM Holding Inc.,TSX,CAD,"Consulting, Software, Technology"
sec-s-04379cbdaf3745fda8a100705d9874c6,equity,CDB,Cordoba Minerals Corp,TSX-V,CAD,
sec-s-0937a486ce0f498c8b24d8c7d5261fbe,equity,CDPR,Cerro de Pasco Resources Inc,CSE,CAD,
sec-s-7e9223d291ea4beab9442500b9a519fb,equity,CDX,Cloud DX Inc,TSX-V,CAD,
sec-s-1aa739fb65444b3880afd07233d2853c,equity,CDA,Canuc Resources Corp,TSX-V,CAD,
sec-s-c26ee85be36c4585896af319614c005f,equity,CDG,Xali Gold Corp,TSX-V,CAD,
sec-s-ff14e113cb9b4f97899171970f143234,equity,CDVA,CordovaCann Corp,CSE,CAD,
sec-s-5543d6e6f1ae4cdda13c46015d7cb81e,equity,DIS,WALT DISNEY CDR (CAD HEDGED),AEQUITAS NEO EXCHANGE,CAD,
sec-s-7676242c9f3e415c8a014cbe2cce6747,equity,HD,Home Depot CDR (CAD Hedged),AEQUITAS NEO EXCHANGE,CAD,
sec-s-e0e23451686440a3b65eab0a8d4b869c,equity,GS,Goldman Sachs CDR (CAD Hedged),AEQUITAS NEO EXCHANGE,CAD,
sec-s-d01000e2e52e4c56b5c863a15d03f024,equity,VISA,VISA CDR (CAD HEDGED),AEQUITAS NEO EXCHANGE,CAD,
sec-s-26d5afa55c754d0f8a3c10d4b129eb42,equity,TIXT,TELUS International Cda Inc,TSX,CAD,
sec-s-9673f2c38fc84452a05385c351417a3c,equity,MA,Mastercard CDR (CAD Hedged),AEQUITAS NEO EXCHANGE,CAD,
sec-s-f24934b6d32a4f09bd59ee66c9182977,equity,JPM,JPMorgan CDR (CAD Hedged) ,AEQUITAS NEO EXCHANGE,CAD,
sec-s-ff5936cf691b45fbaaa5e62d8a8f8877,equity,NFLX,Netflix CDR (CAD Hedged) ,AEQUITAS NEO EXCHANGE,CAD,
sec-s-121b4642cfdf4dae90f63febc37de59b,equity,MVRS,Meta CDR (CAD Hedged),AEQUITAS NEO EXCHANGE,CAD,
sec-s-149c99d5a49349b0984233cef4045380,equity,MSFT,MICROSOFT CDR (CAD HEDGED),AEQUITAS NEO EXCHANGE,CAD,
sec-s-6f723012894448dca311d8a1710f82d6,equity,WMT,Walmart CDR (CAD Hedged),AEQUITAS NEO EXCHANGE,CAD,
sec-s-295cbdbf658d44bcac3900f0162f2671,equity,IBM,IBM CDR (CAD Hedged),AEQUITAS NEO EXCHANGE,CAD,
sec-s-1a7249762848410faf128f86fd160b9b,equity,PYPL,PAYPAL CDR (CAD HEDGED),AEQUITAS NEO EXCHANGE,CAD,
sec-s-9674b8d68d6b41e58656fa224f996c55,equity,PFE,Pfizer CDR (CAD Hedged) ,AEQUITAS NEO EXCHANGE,CAD,
sec-s-d30390b9d63d4da5bd37d959e45d5970,equity,TSLA,Tesla CDR (CAD Hedged) ,AEQUITAS NEO EXCHANGE,CAD,
sec-s-e97e4ddf97474ab08040c7e1ca2ab7fc,equity,COST,Costco CDR (CAD Hedged),AEQUITAS NEO EXCHANGE,CAD,
sec-s-de9a2dcb85a5454e976c75a82fb39e54,equity,NVDA,Nvidia CDR (CAD Hedged),AEQUITAS NEO EXCHANGE,CAD,
sec-s-6462cefb50e04d27b7f4e0d799aa7646,equity,CEU,CES Energy Solutions Corp,TSX,CAD,"Manufacturing, Materials"
sec-s-3033d83fd6fb49bbaf08b2110363f3ad,equity,CEE,Centamin Plc,TSX,CAD,
sec-s-5280ce99d0ae43aea0a6c49e6048c44f,equity,CERT,Cerrado Gold Inc.,TSX-V,CAD,
sec-s-c45cd284578043769c6c0eebefefbb50,equity,CEG,Cerro Grande Mining Corp,CSE,CAD,
sec-s-dedb30971f8c4e1296ecb0dca8876d0e,equity,CEP,Cliffside Capital Ltd,TSX-V,CAD,
sec-s-cb4489c4ff1a4ca48ecad49bbe54fb25,equity,CEN,Claren Energy Corp,TSX-V,CAD,
sec-s-9ec4f887317d4d6f984936666ab9fbad,equity,CET,Cathedral Energy I,TSX,CAD,"Manufacturing, Machinery, Oil and Gas, Mining, Engineering"
sec-s-b0163dc3f55447cd870a46d5f77ed7e6,equity,CE.H,Canada Energy Part,TSX-V,CAD,
sec-s-bd705042eabb49cea0b4f67720237af6,equity,CEM,Constantine Metal,TSX-V,CAD,
sec-s-08451647255948f3a641aec895946ddf,equity,CNT,Century Global Commodities Corp,TSX,CAD,
sec-s-51a3a86367694f9cbee8e1e91ce6f8dc,equity,CVE,Cenovus Energy Inc,TSX,CAD,"Energy, Oil and Gas"
sec-s-5cc81ddadfe349c5aa00ef95f548b3b5,equity,CVX,Cematrix Corporation,TSX-V,CAD,
sec-s-23d82e0a7af04e1a980f40488a5a501b,equity,CZO,Ceapro Inc.,TSX-V,CAD,
sec-s-9409c98354de4c0eaa4828f84670bbf5,equity,CG,Centerra Gold Inc.,TSX,CAD,"Mining, Materials"
sec-s-ebf14b56592c4dec9940674b647ec695,equity,FLYY,Media Central Corporation Inc,CSE,CAD,
sec-s-5215da58d87c4cdcb7194104abce7b3e,equity,DLCG,Dominion Lending Centres Inc.,TSX,CAD,
sec-s-373cde73fe744c5abd1c4cc5ebdc84c5,equity,CTA,Centaurus Energy Inc,TSX-V,CAD,
sec-s-401d1d781e7d49ad82065fb16ce085fa,equity,CYL,Ceylon Graphite Corp,TSX-V,CAD,
sec-s-1ba009a9c49540e2b942778f7c777d27,equity,PWWR,Alkaline Fuel Cell Power Corp,AEQUITAS NEO EXCHANGE,CAD,
sec-s-9cf3a00c180f40aaaf30e21e4df8c5d5,equity,CLS,"Celestica, Inc.",TSX,CAD,"Energy, Aerospace and Defence, Consulting, Logistics"
sec-s-7cf16f0321a049b3918f4ab931a1d187,equity,CF,Canaccord Genuity Group Inc,TSX,CAD,Finance
sec-s-9fa13bd2fd894cbc84b0616fb6cc4c5d,equity,CFY,CF Energy Corp,TSX-V,CAD,"Energy, Oil and Gas"
sec-s-9040ed225f414853bf4841bfafc084c9,equity,CFX,Canfor Pulp Products Inc,TSX,CAD,"Manufacturing, Materials"
sec-s-ed3000d9bf9e48b6a2839c30bcce57f7,equity,CFF,Conifex Timber Inc,TSX,CAD,"Manufacturing, Machinery, Materials"
sec-s-11ba960156af441c86f9f21e570cdff2,equity,CFW,Calfrac Well Services Ltd.,TSX,CAD,
sec-s-e83e39b7087947e4b1459b04eb9d9a69,equity,CFE,Cartier Iron Corp,CSE,CAD,
sec-s-dbe883539ccf4ef087c5a4a37614901e,equity,CFT,Craftport Cannabis Corp,CSE,CAD,
sec-s-087b25e449de4530b030ca181775041c,equity,CGP,Cornerstone Capital Resources Inc.,TSX-V,CAD,
sec-s-812f24051d944a6fbe840ecc02c267b2,equity,CGII,CleanGo Innovations Inc,CSE,CAD,
sec-s-56108df7537c4c3a9fbf9815beda60ae,equity,CGO,Cogeco Inc.,TSX,CAD,
sec-s-5c800b5e17874004a1efa75bbedd007f,equity,CGN,Cognetivity Neurosciences Limited,CSE,CAD,
sec-s-25a9f814302f47d39159b4388069b827,equity,CGG,China Gold International Resources Corp Ltd,TSX,CAD,"Mining, Materials"
sec-s-3a560dcd632b4876b512675b64e57574,equity,CGD,Carlin Gold Corp.,TSX-V,CAD,
sec-s-3bbe82908a7e4db99978cd8a7c2c0991,equity,CGI,Canadian General Investments Ltd.,TSX,CAD,
sec-s-19dda65d393d4260af25087824e2ee0b,equity,CGX,Cineplex Inc,TSX,CAD,"Entertainment and Media, Internet, Technology"
sec-s-a299b806ae66411d9a96d3ea54971f98,equity,CGY,Calian Group Ltd,TSX,CAD,
sec-s-cfb4d64e079540909efdfb8f62af1511,equity,OYL,CGX Energy Inc,TSX-V,CAD,"Energy, Oil and Gas"
sec-s-6fb88b81ba164120ae3bcbafe5a77609,equity,CHOO,Choom Holdings Inc.,CSE,CAD,
sec-s-2f81d31931fa410c9eda84a97c82b45f,equity,CHE.UN,Chemtrade Logistics Income Fund,TSX,CAD,"Manufacturing, Materials"
sec-s-46e46d5a166940e6b607f946cf2a7203,equity,CHN,China Education Resources Inc.,TSX-V,CAD,
sec-s-a6cf4a81b4b2452cbb65d5f507120501,equity,CHM,Chemistree Technology Inc,CSE,CAD,
sec-s-6f8ce5cbfe7e41fabd8b893f483f2c68,equity,CHW,Chesswood Group Limited,TSX,CAD,
sec-s-c8ef06de64ab409aaf8b7543e1ca8c5e,equity,CHP.UN,Choice Properties Real Estate Investment Trust,TSX,CAD,"Real Estate, Finance"
sec-s-c1167b3671db4041aa6b41bdd4331fa4,equity,CHV,Canada House Wellness Group Inc,CSE,CAD,
sec-s-195d443ad9bd418e8a2c30af5daa8583,equity,CHY.H,Cypress Hills Resources Corp.,TSX-V,CAD,
sec-s-a9419cb140a541718d6c7a5cd9ae846f,equity,CHS,Comprehensive Healthcare Systems Inc,TSX-V,CAD,
sec-s-3fe5b5a7b9d7451a95af5db3a32f5cea,equity,CHIP.H,Health Logic Interactive Inc.,TSX-V,CAD,
sec-s-61413dc9ef604af1a9e689a4c18416a1,equity,NZP,Chatham Rock Phosphate Ltd,TSX-V,CAD,
sec-s-25ab11da10054d3f94041d9e154f2c5e,equity,CSI,Chemesis International Inc,CSE,CAD,
sec-s-9c1b2d22d84548758fc8829c2a75a432,equity,PERU,Chakana Copper Corp,TSX-V,CAD,"Mining, Materials"
sec-s-abdce1218bfd4b4f958fa494c12e82d2,equity,CWEB,Charlottes Web Holdings Inc,TSX,CAD,
sec-s-0e782ca3b58d4749b425b15d38bbd7bd,equity,YES,CHAR Technologies Ltd,TSX-V,CAD,
sec-s-3fc4e93c380a4c71ac0af7de99b84cdc,equity,CSH.UN,Chartwell Retirement Residences,TSX,CAD,"Real Estate, Finance"
sec-s-c0bcc4c5dce24fbcb15ba827bbd2e2f1,equity,CIX,CI Financial Corp,TSX,CAD,Finance
sec-s-36f9469e9aeb44b481583cac67be28ef,equity,CJ,Cardinal Energy Ltd,TSX,CAD,"Energy, Oil and Gas"
sec-s-300ab4bd5a354451acf248933a74cfc2,equity,CJR.B,"Corus Entertainment, Inc. (Class B)",TSX,CAD,Entertainment and Media
sec-s-195bd4d2e31342bb9ae3c66b6ff59811,equity,CJET,Canada Jetlines Operations Limited,AEQUITAS NEO EXCHANGE,CAD,
sec-s-622599fbbd91413b88f2af932bc9d50d,equity,CKK,Cordy Oilfield Services inc.,TSX-V,CAD,
sec-s-dcb0c7d2292f4aee80a8cf678a9aa2c3,equity,CKI,Clarke Inc,TSX,CAD,
sec-s-31327653d5444d458d1d06620c05e0c0,equity,CKG,Chesapeake Gold Corp,TSX-V,CAD,
sec-s-575fb9f238b942838b3db8d47f13cc78,equity,CL,Cresco Labs Inc.,CSE,CAD,
sec-s-7eda34fd4caa4feb9e231fdae302ee74,equity,CLVR.P,Clover Leaf Capital Corp.,TSX-V,CAD,
sec-s-d240a5812c7c48e4a8b724d63d77981d,equity,CLAR,Clarity Gold Corp,CSE,CAD,
sec-s-89c9de374d794d20b42cec0b409c6be6,equity,CLI,Clearford Water Systems Inc,TSX-V,CAD,
sec-s-be46260ebbfc47da9cb187d444816c23,equity,CLSH,CLS Holdings USA Inc,CSE,CAD,
sec-s-e532da4b77a746a7942aaa7b82797d35,equity,CLAS,Claritas Pharmaceuticals Inc.,TSX-V,CAD,
sec-s-d23c34ee25e04db68cc8b8a38ab24e76,equity,CLV,Canoe Mining Ventures Corp,TSX-V,CAD,
sec-s-610fc2a2b0be434aa985f9018c474284,equity,CLZ,Canasil Resources Inc.,TSX-V,CAD,
sec-s-117383ead1d34ec49aa13a42921dd183,equity,LAS.A,Lassonde Industries Inc. (Class A),TSX,CAD,"Food, Manufacturing, Consumer Products"
sec-s-0286fef111cd455bb64c07750b22c3e8,equity,WE,WeCommerce Holdings Ltd (Class A),TSX-V,CAD,
sec-s-7860aee422a74ed48eb490091c2a335d,equity,IVN,Ivanhoe Mines Ltd. (Class A),TSX,CAD,"Mining, Materials"
sec-s-79be3a4e80844a3eadc1303e440f1177,equity,DGS,Dividend Growth Split Corp (Class A),TSX,CAD,Finance
sec-s-7f6d464aa7db4f76b4c9794aed88bfc5,equity,VZLA,VZLA- Vizsla Silver Corp Class A,TSX-V,CAD,
sec-s-7f8936c2f6b445e384c6e58cd10e5a5d,equity,CMND,Clearmind Medicine Inc,CSE,CAD,
sec-s-6d3d806c81c84e31a2781e42e9ab1c6c,equity,CTC.A,"Canadian Tire Corp., Ltd. (Class A)",TSX,CAD,"Fractional Trading, Sports, Finance, Retail, Consumer Products"
sec-s-b898f6623a2c42649f9e9b53532b073c,equity,CM,Canadian Imperial Bank Of Commerce,TSX,CAD,"Fractional Trading, Finance, Banking"
sec-s-b6ceebcd22ea4c40b73bdd1cf37c901f,equity,CMB,CMC Metals Ltd.,TSX-V,CAD,
sec-s-02c6ca3075014bc48940a993edc57979,equity,CMC,Cielo Waste Solutions Corp,TSX-V,CAD,
sec-s-793aadb6395c48ba95e401377071e6b3,equity,CMT,Cullinan Metals Corp,CSE,CAD,
sec-s-6e43af7a08fa4f738947ccfcee66860e,equity,CMI,C-Com Satellite Systems Inc,TSX-V,CAD,"Manufacturing, Electronics, Technology"
sec-s-189f9b54c52d42a8a21bd424fa5bd267,equity,CML,Canickel Mining Ltd,TSX-V,CAD,
sec-s-2bfcb72a604e44b490fa038c8cff1309,equity,CMO.H,Cliffmont Resources Ltd,TSX-V,CAD,
sec-s-f797b67058ab4abd9f482f9e1f6415ff,equity,CMD,Commander Resources,TSX-V,CAD,
sec-s-6fc76f6087534df2899278bafe54dc6b,equity,CMMC,Copper Mountain Mining Corporation,TSX,CAD,"Mining, Materials"
sec-s-30c41fd30d144d668c0623203f396a04,equity,CMG,Computer Modelling Group Ltd,TSX,CAD,"Oil and Gas, Software, Internet, Technology"
sec-s-2d8e27ee02bd485b998ff874e7077b79,equity,CXC,CMX Gold & Silver Corporation,CSE,CAD,
sec-s-360ae5bf4d134a36922090a1fe728bfa,equity,CN,Condor Resources Inc,TSX-V,CAD,
sec-s-de169ed4b89b4279be11fe3cdeb870c7,equity,CNFA,CanaFarma Hemp Products Corp,CSE,CAD,
sec-s-337f1046365d48e5943be9bcad25d010,equity,CNQ,Canadian Natural Resources Ltd.,TSX,CAD,"Fractional Trading, Energy, Oil and Gas"
sec-s-46fbdb2a5dd84431a4d3444ec3c546ab,equity,CNRI,Canadian North Resources Inc,TSX-V,CAD,Newly listed
sec-s-a644f1d68f2d477ab70513b219df3e14,equity,CNC,Canada Nickel Company Inc,TSX-V,CAD,
sec-s-ac599c9074924b6698300d62f911abbf,equity,CNO,California Nanotechnologies Corp,TSX-V,CAD,
sec-s-03292182f3984290b7a71e793788336c,equity,CNX,Callinex Mines Inc,TSX-V,CAD,
sec-s-50581076aea54d40a04f95273f7400f5,equity,CNE,Canacol Energy Ltd,TSX,CAD,"Energy, Oil and Gas"
sec-s-37f80b493095405189c7ea131adfd8ce,equity,CNR,Canadian National Railway Co.,TSX,CAD,"Fractional Trading, Travel, Transportation"
sec-s-2371f0fd6e4f4568b5daffb06f29593f,equity,CNL,Collective Mining Ltd,TSX-V,CAD,
sec-s-cb70969c31ee4f71b22e2497a745fb0e,equity,CNI,Cloud Nine Web3 Technologies Inc,CSE,CAD,
sec-s-e9eeac0baeb84ff59496d0f99fc2125f,equity,CNS,Contagious Gaming Inc,TSX-V,CAD,
sec-s-8c86a6675fdb4bc1b636ca7961d7566f,equity,CO,International Cobalt Corp,CSE,CAD,
sec-s-722bd2680c214ed4bf699b4037493555,equity,TNY,Tinley Beverage Co Inc,CSE,CAD,
sec-s-2028420ab0ab460ca2cd5f2035b31c66,equity,CP,Canadian Pacific Railway Ltd,TSX,CAD,Fractional Trading
sec-s-decf7cb1a53b4762ab0fd784ed0a617f,equity,CPC.P,Column Capital Corp,TSX-V,CAD,
sec-s-d551501a9c7e473e883f9b6ab6b91e81,equity,CPH,Cipher Pharmaceuticals Inc,TSX,CAD,"Manufacturing, Healthcare, Pharmaceuticals"
sec-s-3a8df287a8e746c088b87be3392610cb,equity,CPLF,Copperleaf Technologies Inc,TSX,CAD,
sec-s-3f76d429358a4644abc8525c1654ecf7,equity,CPTR,Captor Capital Corp,CSE,CAD,
sec-s-1dcc7db0e8724d00835884caeccbba37,equity,CPAU,CopAur Minerals Inc.,TSX-V,CAD,
sec-s-b2c6092d86d04a14bee5f22aa7e2570d,equity,CPI,Condor Petroleum Inc,TSX,CAD,
sec-s-83720f55549a4edea8fcadf4099a0808,equity,CPL,Copper Lake Resources Ltd,TSX-V,CAD,
sec-s-84c62221b61943558419487b0f9064c1,equity,CPER,CopperCorp Resources Inc.,TSX-V,CAD,
sec-s-7bc9e4c47cba4fbea52913db8767d032,equity,CPX,Capital Power Corp,TSX,CAD,"Energy, Utilities, Construction"
sec-s-4022984723bd4309803cf5ec656da5a3,equity,CPS,Canadian Premium Sand Inc.,TSX-V,CAD,
sec-s-c560179a27eb4c1089e3277bcfe42b88,equity,CPG,Crescent Point Energy Corp,TSX,CAD,"Energy, Oil and Gas"
sec-s-e63ddb382c0e4684980833ee773bfb98,equity,CPR,Allied Copper Corp,TSX-V,CAD,
sec-s-3d506f4d5f8e4fa2b6d77ad3d8fad3d8,equity,GRVA.P,Grosvenor CPC I Inc.,TSX-V,CAD,
sec-s-2676b2abce6c4876a41e7ff536d2e92f,equity,CQR,Conquest Resources Limited,TSX-V,CAD,
sec-s-2ed91c3ef6dd4effa82a1c1cb3e3a4f2,equity,CR,Crew Energy Inc.,TSX,CAD,"Energy, Oil and Gas"
sec-s-593d70f9120a404f964284a761822f1c,equity,CRE,Critical Elements Lithium Corporation,TSX-V,CAD,"Mining, Materials"
sec-s-df86a90f3903428686f939a4b972c643,equity,CRON,Cronos Group Inc,TSX,CAD,"Manufacturing, Cannabis, Healthcare"
sec-s-2ff5ef8ea4ba4f26a6ece419c8ccc017,equity,CRAN.P,Cranstown Capital Corp,TSX-V,CAD,
sec-s-395d279acbe54b2cbc8158fea540b602,equity,CRUZ,Cruz Battery Metals Corp.,CSE,CAD,
sec-s-3f216b10172d410d9be9bbb3b5e65d28,equity,CRES,Crest Resources Inc,CSE,CAD,
sec-s-89731135efdf4f31b3134363a2d41bcf,equity,CRS,Crestview Exploration Inc,CSE,CAD,
sec-s-2a6170bea2a949178f33d6835cd48af3,equity,CRR.UN,Crombie Real Estate Investment Trust,TSX,CAD,"Real Estate, Finance"
sec-s-d395be164bb048f78766180d5d48e532,equity,CRSS.P,Crossover Acquisitions Inc,TSX-V,CAD,
sec-s-dc2096414c4d4076a1bc1ac0cf19172c,equity,CRVC,Cross River Ventures Corp,CSE,CAD,
sec-s-def51e42eb3a45109700e60e0cc4d2bd,equity,CRWN,Crown Capital Partners Inc,TSX,CAD,
sec-s-d342f98b959a4e4bb5d613c1f76d3c6e,equity,CRDL,Cardiol Therapeutics Inc (Class A),TSX,CAD,
sec-s-aa8aabd3fc5841538979fd564cc8655d,equity,CRCC,Copland Road Capital Corporation,CSE,CAD,
sec-s-0f6a0c5ec1c74711b2a4dd22fff7ca6e,equity,CRL,Carl Data Solutions Inc,CSE,CAD,
sec-s-5acab869732c4d7583cb97d842cfcda7,equity,CRCL,Corcel Exploration Inc,CSE,CAD,
sec-s-a0290831ac574e46b2abb78561c7fb1f,equity,CRTS,Cortus Metals Inc,TSX-V,CAD,
sec-s-925e951e44c84efda7f39df68d2fdf49,equity,CRRX,CareRx Corporation,TSX,CAD,
sec-s-d716c4a5b316474ca2f0abff02452e87,equity,CRM,Salesforce.com Inc.,AEQUITAS NEO EXCHANGE,CAD,
sec-s-c1a0ad7c9f9a4edf98830153dded5172,equity,CRT.UN,CT Real Estate Investment Trust,TSX,CAD,"Real Estate, Finance, Banking"
sec-s-b7834a7d4f0e4897bd5855cfed557c72,equity,CRB,Cariboo Rose Resources Ltd,TSX-V,CAD,
sec-s-fe8ea78af4ba4d73ba4bb9575f41af69,equity,CRI,Churchill Resources Inc.,TSX-V,CAD,
sec-s-0ad322a1e98f46fb884bb5d6b108deaa,equity,CTX,Crescita Therapeutics Inc,TSX,CAD,"Healthcare, Pharmaceuticals"
sec-s-0d36a34db3d64a538cdcf46db4ade5fa,equity,CWV,Crown Point Energy Inc,TSX-V,CAD,
sec-s-5dde8c4580e744f8aa5e36a897494101,equity,SCV,Scotch Creek Ventures Inc,CSE,CAD,
sec-s-2148405f33bc445e96bb4d50d46ce8f4,equity,CYF,"Canyon Creek Food Co., Ltd.",TSX-V,CAD,
sec-s-b1bd5016b7dc4db5b473271d63021444,equity,CS,Capstone Copper Corp,TSX,CAD,"Mining, Materials"
sec-s-49f46678022b4b279fbfa6f27aa3e3a9,equity,CSOC.B,- CSOC Class B SVS,TSX-V,CAD,
sec-s-15edbe43a4ea4f50a8493fcf08913071,equity,CSL,Comstock Metals Ltd,TSX-V,CAD,
sec-s-38954947b59348468543ced1303505ba,equity,CSS,Cascada Silver Corp,CSE,CAD,
sec-s-a6773c0212ff4922ad48a6e52f29a0a8,equity,CSO,Corsa Coal Corp,TSX-V,CAD,"Mining, Materials"
sec-s-ee1ad74b83bc4767ae15cd808f036c57,equity,CSTL.P,Castlecap Capital Inc.,TSX-V,CAD,
sec-s-fec70a90b238470d8f1d68d53cc8b1b2,equity,CSU,Constellation Software Inc,TSX,CAD,Fractional Trading
sec-s-5d8fbc412b19483d8d0a432ca4177fd6,equity,CSM,ClearStream Energy Services Inc,TSX,CAD,
sec-s-50283d1bd7f647afa71fcfa7e227ab8d,equity,CSX,Clean Seed Cap Group Limited,TSX-V,CAD,
sec-s-78dbb49748804ae18b3c025979d873dc,equity,CSPN,CareSpan Health Inc,TSX-V,CAD,
sec-s-45a6f0a29c25430fb8a168b98cbe0914,equity,CSTR,CryptoStar Corp,TSX-V,CAD,
sec-s-f4f1b0c01fb84bc0b8f4ad26f9ed8606,equity,CSW.B,Corby Spirit and Wine Ltd (Class B),TSX,CAD,"Food, Alcohol and Tobacco, Consumer Products"
sec-s-6b6f6c8e81a7449f84c2266b1e36ba2a,equity,CTZ,NamSys Inc,TSX-V,CAD,
sec-s-71ef3c234ba142e7b6caab9ca215890c,equity,CTH,Cotec Holdings Corp,TSX-V,CAD,
sec-s-55d916891d1d4544a8f4cc4e95fe82d3,equity,CTF.UN,Citadel Income Fund,TSX,CAD,Finance
sec-s-564e4c9e7ee948419ae1345bf5d286dc,equity,CTC,"Canadian Tire Corp., Ltd.",TSX,CAD,Fractional Trading
