,security_type,symbol,name,primary_exchange,currency,sector
sec-s-29d5691909a248eeae1daf5ad2bbe598,equity,BRBR,Bellring Brands Inc,NYSE,USD,
sec-s-9ac87a22cad1415f962134cf0fc36d41,equity,BRC,Brady Corp,NYSE,USD,"Software, Technology"
sec-s-b9cc7732a3cd444b80ec966e27b1bfca,equity,BRO,Brown & Brown Inc.,NYSE,USD,"Finance, Insurance"
sec-s-d3d9c0a3189b45c3b3601d512e720730,equity,BRN,Barnwell Industries Inc.,NYSE,USD,
sec-s-575c0d2210294de5b332f7a6029ccfbe,equity,BRK.B,Berkshire Hathaway Inc. (Class B),NYSE,USD,"Fractional Trading, Energy, Real Estate, Finance, Banking, Retail, Consumer Products, Insurance, Technology"
sec-s-a6ad8718aad24800b3dd77a375f4861d,equity,BRK.A,Berkshire Hathaway Inc. (Class A),NYSE,USD,
sec-s-1696d46c3c154fd6aecb9a9b3fa67857,equity,VIV,"Telefonica Brasil S.A., - ADR (Representing Ord)",NYSE,USD,
sec-s-0e280eb8d32143d7af40f9a3b8c895fe,equity,BMY,Bristol-Myers Squibb Co.,NYSE,USD,"Fractional Trading, Manufacturing, Healthcare, Pharmaceuticals"
sec-s-3c0824cc67da4f78a434a772feccc193,equity,KTB,Kontoor Brands Inc,NYSE,USD,
sec-s-3c3008b08f22467d89223bedfe7f957c,equity,HBB,Hamilton Beach Brands Holding Co (Class A),NYSE,USD,"Manufacturing, Machinery, Electronics"
sec-s-3f2d425c76e747a68a42679d33da686c,equity,BBD,Banco Bradesco S.A.,NYSE,USD,"Finance, Banking"
sec-s-647d50cae62a43b2a85bb893ba09de5f,equity,SPB,Spectrum Brands Holdings Inc.,NYSE,USD,
sec-s-65e09794da454b82a89ab7e8d95ac012,equity,PBR,Petroleo Brasileiro S.A. Petrobras,NYSE,USD,"Energy, Oil and Gas"
sec-s-3540a3254803412684836d0169ed565f,equity,CNR,Cornerstone Building Brands Inc,NYSE,USD,"Manufacturing, Construction, Materials"
sec-s-db8558e736494747b5b682a7c0a9481f,equity,BTI,British American Tobacco Plc,NYSE,USD,"Alcohol and Tobacco, Manufacturing"
sec-s-cfd9372c855045ccbd40a69176515313,equity,TOL,Toll Brothers Inc.,NYSE,USD,"Manufacturing, Construction, Real Estate"
sec-s-afc04cb943a64415939be15e88aef270,equity,BDN,Brandywine Realty Trust,NYSE,USD,"Real Estate, Finance"
sec-s-76deac57c4c84e89bd81f6b241738e7e,equity,BSAC,Banco Santander Chile SA,NYSE,USD,"Finance, Banking"
sec-s-67d3ad93df53420ea92807f640456d70,equity,BSMX,Banco Santander Mexico S.A.,NYSE,USD,"Finance, Banking"
sec-s-f9c6769dc4ec449398e65275e6b5a076,equity,BSBR,Banco Santander Brasil S.A.,NYSE,USD,"Finance, Banking"
sec-s-cfbe28ebb115476893955fba6ecf3490,equity,BSX,Boston Scientific Corp.,NYSE,USD,"Fractional Trading, Manufacturing, Healthcare, Engineering, Technology"
sec-s-f677265380124417a42cda1ec6b744bb,equity,FBRT,Franklin BSP Realty Trust Inc.,NYSE,USD,
sec-s-283f3b8d098d4983a9bd90c931505e1d,equity,BTTR,Better Choice Company Inc,NYSE,USD,
sec-s-db8558e736494747b5b682a7c0a9481f,equity,BTI,British American Tobacco Plc,NYSE,USD,"Alcohol and Tobacco, Manufacturing"
sec-s-df0d544a4c4748708bde6d8dd88d9456,equity,BTCM,BIT Mining Ltd,NYSE,USD,
sec-s-744c4aa84e01437f822a919c48c2a5b1,equity,BTO,John Hancock Financial Opportunities Fund,NYSE,USD,Finance
sec-s-83bb3fef62d14a218916ebd4d2a74690,equity,BTN,Ballantyne Strong Inc,NYSE,USD,Entertainment and Media
sec-s-365b03dd80a74b4ca59e4466f9fb4a5f,equity,BURL,Burlington Stores Inc.,NYSE,USD,"Fractional Trading, Apparel and Footwear, Retail, Fashion and Jewelry, Consumer Products"
sec-s-966bd187e82c4ce5a0c97b67c606ed2f,equity,BUD,Anheuser-Busch In Bev SA/NV,NYSE,USD,"Alcohol and Tobacco, Manufacturing, Consumer Products"
sec-s-24c8aec83c784575a5bfd7055f5c9d08,equity,NX,Quanex Building Products Corp,NYSE,USD,"Manufacturing, Machinery, Construction"
sec-s-5560720a0c504e06a8ca968b78bf5a94,equity,BBY,Best Buy Co. Inc.,NYSE,USD,"Fractional Trading, Electronics, Retail, Software, Consumer Products, Technology"
sec-s-3540a3254803412684836d0169ed565f,equity,CNR,Cornerstone Building Brands Inc,NYSE,USD,"Manufacturing, Construction, Materials"
sec-s-edde424e82ad4736a4ae53970dfcec71,equity,IBM,International Business Machines Corp.,NYSE,USD,"Fractional Trading, Electronics, Consulting, Software, Engineering, Internet, Technology"
sec-s-779bc35bd8744e189219eb837701449c,equity,PSB,"PS Business Parks, Inc.",NYSE,USD,"Real Estate, Finance"
sec-s-743a30a01aca41ba95c94d5c056b6d0b,equity,BLDR,Builders Firstsource Inc,NYSE,USD,
sec-s-7b356c7ec17e4e71b4e882b0db17521d,equity,BVN,Compania de Minas Buenaventura S.A.,NYSE,USD,"Mining, Materials"
sec-s-635f6090fb3a4145900e83e95e7a5049,equity,BKE,"Buckle, Inc.",NYSE,USD,"Manufacturing, Apparel and Footwear, Retail, Fashion and Jewelry, Consumer Products"
sec-s-ed88fecceae1405083acd97dd81acac0,equity,BFLY,Butterfly Network Inc (Class A),NYSE,USD,
sec-s-fad249e3fe6a4aac8b59667785406ffa,equity,SB,"Safe Bulkers, Inc",NYSE,USD,"Logistics, Transportation"
sec-s-fd5883dd1311407a936a9e20dd02255e,equity,BG,Bunge Ltd.,NYSE,USD,"Food, Manufacturing, Agriculture"
sec-s-4fcc7b3cd7904ec19a57e8ba4e90c465,equity,BBW,Build A Bear Workshop Inc,NYSE,USD,"Retail, Consumer Products"
sec-s-21ac9649607b4d84a60ca7bd3d5f694f,equity,BVH,Bluegreen Vacations Holding Corporation (Class A),NYSE,USD,
sec-s-7b356c7ec17e4e71b4e882b0db17521d,equity,BVN,Compania de Minas Buenaventura S.A.,NYSE,USD,"Mining, Materials"
sec-s-f30714db98db4a15a9ecc78c639e6abf,equity,BW,Babcock & Wilcox Enterprises Inc,NYSE,USD,"Energy, Clean Energy"
sec-s-717b4175082b4e5a95ac7b9101df5209,equity,BWXT,BWX Technologies Inc,NYSE,USD,"Fractional Trading, Manufacturing, Aerospace and Defence, Engineering"
sec-s-32e4aa3261fe4062ad6771d3a4ec2263,equity,BWA,BorgWarner Inc,NYSE,USD,"Manufacturing, Automotive"
sec-s-1de28466a20d434c95ecd494eaa85074,equity,BX,Blackstone Inc.,NYSE,USD,"Fractional Trading, Finance"
sec-s-ec832fa225184c66b0df4ebcca139e52,equity,BXMT,Blackstone Mortgage Trust Inc (Class A),NYSE,USD,"Real Estate, Finance"
sec-s-67ac3cfb564c4f479d4b10adfcdfeca3,equity,BXC,Bluelinx Hldgs Inc,NYSE,USD,Construction
sec-s-24ef5c23e6284e46a52d4b163486f6c5,equity,BXP,"Boston Properties, Inc.",NYSE,USD,"Real Estate, Finance"
sec-s-e7143aeaa17549fe912000788f4a411d,equity,NGVC,Natural Grocers by Vitamin Cottage Inc,NYSE,USD,"Food, Retail, Consumer Products"
sec-s-322dc82a0da343c986fd7aa3b92ae47e,equity,BYD,Boyd Gaming Corp.,NYSE,USD,"Fractional Trading, Entertainment and Media"
sec-s-4145f1f5183f4a718da63a5684c2fbc2,equity,BZH,Beazer Homes USA Inc.,NYSE,USD,"Manufacturing, Construction, Real Estate"
sec-s-0aa3fecc7e934200bd19fc574077076a,equity,CAH,Cardinal Health Inc.,NYSE,USD,"Manufacturing, Healthcare, Engineering, Technology"
sec-s-e098f665babf4c30870fb93bac3c4887,equity,CAL,Caleres Inc,NYSE,USD,"Apparel and Footwear, Fashion and Jewelry, Consumer Products"
sec-s-fc6791f159ea432bb34591cf630369f7,equity,CATO,Cato Corp. (Class A),NYSE,USD,"Apparel and Footwear, Fashion and Jewelry, Consumer Products"
sec-s-842a1cf7591e4a6d9ce9df9ca7446031,equity,CARS,Cars.com,NYSE,USD,"Software, Internet, Transportation, Technology, Automotive"
sec-s-d019a928604d4d18942de3c3a9e2e339,equity,CADE,Cadence Bank,NYSE,USD,"Finance, Banking"
sec-s-ceabce39744448eba0edbb8c2032c710,equity,CANF,Can-Fite Biopharma Ltd,NYSE,USD,"Manufacturing, Healthcare, Biotech"
sec-s-323e33cf8a7c4f4989d81d92fdbf3e40,equity,CALX,Calix Inc,NYSE,USD,"Telecommunications, Internet, Technology"
sec-s-4cb2e1c7fb7846e4b231233b6d9f85c0,equity,CARR,Carrier Global Corp,NYSE,USD,
sec-s-a81ffd18325d4af0b9870773b027f66b,equity,CAT,Caterpillar Inc.,NYSE,USD,"Fractional Trading, Manufacturing, Machinery, Transportation"
sec-s-980f45e1c8a54b65a0e113b342ec6eac,equity,CAJ,Canon Inc,NYSE,USD,"Manufacturing, Electronics, Consumer Products, Engineering, Technology"
sec-s-e9bd4bcb371c4ddcb74bd286c4ef0427,equity,CACI,CACI International Inc.,NYSE,USD,"Fractional Trading, Software, Internet, Technology"
sec-s-9bb0910ee31d439396484ac98148d414,equity,CABO,Cable One Inc,NYSE,USD,"Fractional Trading, Telecommunications, Entertainment and Media, Internet"
sec-s-6dd60aea041d48b0aae3db9c3b85b150,equity,CAG,Conagra Brands Inc.,NYSE,USD,"Food, Manufacturing, Consumer Products"
sec-s-7f6b24ba3e6e43e1a01d5087210ad04c,equity,CAPL,CrossAmerica Partners LP,NYSE,USD,"Energy, Oil and Gas, Retail"
sec-s-0f77a19a2fe047db95c730ca7796c59e,equity,GRF,Eagle Capital Growth Fund Inc,NYSE,USD,Finance
sec-s-19d88e00b19040269b41fbd927b7b897,equity,CCV,Churchill Capital Corp V (Class A),NYSE,USD,
sec-s-310dc04c00a64d37a574a061c324fd7b,equity,CB,Chubb Limited,NYSE,USD,
sec-s-d72e6e64f5454158b10a513e710760e5,equity,CBZ,Cbiz Inc,NYSE,USD,"Consulting, Finance, Insurance"
sec-s-723f928eb82d4fda94aa26dc4c710ce6,equity,CBRE,CBRE Group Inc (Class A),NYSE,USD,"Real Estate, Finance"
sec-s-1e5db8f166ce402bb6fca8eedfb32392,equity,CBL,CBL & Associates Properties Inc,NYSE,USD,
sec-s-fd64577fcbe942cfacadd39bcfc1d4c2,equity,CBT,Cabot Corp.,NYSE,USD,"Manufacturing, Engineering, Materials"
sec-s-47be15b596254edba61c266c0eb7ad95,equity,CBU,Community Bank System Inc.,NYSE,USD,"Consulting, Finance, Banking"
sec-s-54df4c1d372346d9833053b98472646a,equity,YCBD,cbdMD Inc,NYSE,USD,
sec-s-bdbb7800dc0e4d938e46991b9ca21742,equity,CC,Chemours Company,NYSE,USD,"Manufacturing, Engineering, Materials"
sec-s-19d88e00b19040269b41fbd927b7b897,equity,CCV,Churchill Capital Corp V (Class A),NYSE,USD,
sec-s-1ae620bdaa044d9ab2d25292891b36eb,equity,CCK,"Crown Holdings, Inc.",NYSE,USD,"Manufacturing, Materials"
sec-s-1e73c7c3562b4c7c8bb9722a21c8289a,equity,CCO,Clear Channel Outdoor Holdings Inc.,NYSE,USD,
sec-s-5a4b4bd15ac743d2a4dc7a6861ffe36d,equity,CCM,Concord Medical Services,NYSE,USD,
sec-s-6f0bca133cc24214b2d3fd96ea5545f2,equity,CCU,Compania Cervecerias Unidas S.A.,NYSE,USD,"Food, Alcohol and Tobacco, Consumer Products"
sec-s-aec2324b15d34127b818a8812315fc54,equity,CCVI,Churchill Capital Corp VI (Class A),NYSE,USD,
sec-s-84d07fba0a2d428cbcc70c4c95b00a8a,equity,CCF,Chase Corp.,NYSE,USD,"Manufacturing, Engineering, Materials"
sec-s-85286e8ff345468ab061146fc8bd2a82,equity,CCL,Carnival Corp.,NYSE,USD,"Travel, Real Estate"
sec-s-e4f912eb4ac841ea968d52a27415a0ce,equity,CCI,Crown Castle International Corp.,NYSE,USD,"Real Estate, Finance"
sec-s-d52c6d682266458791844db14ac4eedd,equity,CCS,Century Communities Inc,NYSE,USD,"Manufacturing, Construction, Real Estate"
sec-s-5350a8b8fd6c4b3c9fc5aa2ead069d0e,equity,CCRD,CoreCard Corporation (Class A),NYSE,USD,"Energy, Software, Technology"
sec-s-57e1a3b9a191412cbece2478d19ad595,equity,CDR,Cedar Realty Trust Inc.,NYSE,USD,
sec-s-618ad70a5f5343c5aad001d6ccd51ffd,equity,CDE,Coeur Mining Inc,NYSE,USD,"Mining, Materials"
sec-s-ed57820f594a4a6caca0114f7cd7aec7,equity,CE,Celanese Corp (Series A),NYSE,USD,"Manufacturing, Materials"
sec-s-6bc45ca472ce4b22bb55dbb366b08829,equity,CET,Central Securities Corp,NYSE,USD,Finance
sec-s-2a80c27a4ae84b95a833360e84a5e84b,equity,CEQP,Crestwood Equity Partners LP,NYSE,USD,"Energy, Oil and Gas"
sec-s-ab6477b90e7b4620823877eba0463e86,equity,CEIX,Consol Energy Inc,NYSE,USD,"Energy, Mining, Materials"
sec-s-bdef62a96a1e47fb8c7b44bfe5b146b5,equity,CEV,Eaton Vance California Municipal Income Trust,NYSE,USD,Finance
sec-s-0cf1f1f6ee594a388d72ec82e23719b2,equity,CEI,Camber Energy Inc,NYSE,USD,
sec-s-ad22fe1574bb4e26b46cd40800788a81,equity,CEA,China Eastern Airlines Corporation Ltd.,NYSE,USD,
sec-s-0fda1c4a77044f049226ba21d5527d6c,equity,CNP,Centerpoint Energy Inc.,NYSE,USD,"Energy, Oil and Gas, Utilities"
sec-s-49bf4bff615046d2a81875c391a8a639,equity,CVM,Cel-Sci Corp.,NYSE,USD,"Manufacturing, Healthcare, Biotech"
sec-s-57e1a3b9a191412cbece2478d19ad595,equity,CDR,Cedar Realty Trust Inc.,NYSE,USD,
sec-s-fbded5d40e9541b8abf76825544cbcaa,equity,CNC,Centene Corp.,NYSE,USD,"Consulting, Healthcare"
sec-s-f1a729d155cf47c2b72c8a5c250b6f36,equity,USM,United States Cellular Corporation,NYSE,USD,"Telecommunications, Mobile, Internet, Technology"
sec-s-0296121ea00a4ddb96279ea8b88f152e,equity,LCTX,Lineage Cell Therapeutics Inc,NYSE,USD,"Healthcare, Biotech"
sec-s-02c55ddd0b9947e991c1c9088918687e,equity,CPF,Central Pacific Financial Corp.,NYSE,USD,"Finance, Banking"
sec-s-6f0bca133cc24214b2d3fd96ea5545f2,equity,CCU,Compania Cervecerias Unidas S.A.,NYSE,USD,"Food, Alcohol and Tobacco, Consumer Products"
sec-s-8ae46b49b2fc4811ae282d2d58c2d461,equity,SKT,"Tanger Factory Outlet Centers, Inc.",NYSE,USD,"Real Estate, Finance"
sec-s-afade4c623b44e65a3a3c2dccdf9ee9e,equity,SITC,SITE Centers Corp,NYSE,USD,
sec-s-e0fe6c2945df4c36a083888d0d641e62,equity,LEU,Centrus Energy Corp (Class A),NYSE,USD,"Mining, Materials"
sec-s-ec4291b9c5c9400d88f95ffe0ae0106b,equity,CX,Cemex S.A.B. De C.V.,NYSE,USD,"Manufacturing, Construction, Materials"
sec-s-d52c6d682266458791844db14ac4eedd,equity,CCS,Century Communities Inc,NYSE,USD,"Manufacturing, Construction, Real Estate"
sec-s-9887e0e6b4124110a4637e575b7115d8,equity,BFS,Saul Centers Inc.,NYSE,USD,"Real Estate, Finance"
sec-s-74a3cd5beac045d9bb95d2b6655f9010,equity,FUN,Cedar Fair L.P.,NYSE,USD,"Fractional Trading, Entertainment and Media"
sec-s-e1011aac592c4080a19ce2d3567a1ce6,equity,CF,CF Industries Holdings Inc,NYSE,USD,"Manufacturing, Agriculture, Materials"
sec-s-4eb729a8c76c47cda4042470ad120d92,equity,CFR,Cullen Frost Bankers Inc.,NYSE,USD,"Consulting, Finance, Banking"
sec-s-3a5837e6068145a0bb408aceca9ba555,equity,CFG,Citizens Financial Group Inc,NYSE,USD,"Finance, Banking"
sec-s-67081834a1b94d5d9b184d89b7f029c2,equity,CFX,Colfax Corp,NYSE,USD,"Manufacturing, Machinery, Engineering"
sec-s-19f8256728344e67a80946274de6b5d5,equity,CGA,China Green Agricu,NYSE,USD,"Manufacturing, Agriculture, Materials"
sec-s-0aa06b6abfe24139b3a566fff7d76454,equity,CHD,"Church & Dwight Co., Inc.",NYSE,USD,"Manufacturing, Consumer Products"
sec-s-a0e6f70c55ff42ac86dc3fc48041c1df,equity,CHE,Chemed Corp.,NYSE,USD,"Fractional Trading, Healthcare"
sec-s-8c81b79d203349cda50a56a5af61d2f5,equity,CHH,"Choice Hotels International, Inc.",NYSE,USD,"Travel, Real Estate"
sec-s-f9fc404803f64b21bc5eef787a1a9f9b,equity,CHGG,Chegg Inc,NYSE,USD,"Education, Software, Consumer Products, Internet, Technology"
sec-s-ac46003a0bff4447888ed79eff1431fb,equity,CHT,Chunghwa Telecom,NYSE,USD,"Telecommunications, Internet, Technology"
sec-s-9e7e4013077145cfa55c9ebff10c3105,equity,CHS,"Chico`s Fas, Inc.",NYSE,USD,"Apparel and Footwear, Retail, Fashion and Jewelry, Consumer Products"
sec-s-c00b853aba994174879ff3751df6e4ea,equity,CHWY,Chewy Inc (Class A),NYSE,USD,
sec-s-af79619ca4a04e5f8e793c517545c3fc,equity,CHPT,ChargePoint Holdings Inc (Class A),NYSE,USD,
sec-s-19d88e00b19040269b41fbd927b7b897,equity,CCV,Churchill Capital Corp V (Class A),NYSE,USD,
sec-s-19f8256728344e67a80946274de6b5d5,equity,CGA,China Green Agricu,NYSE,USD,"Manufacturing, Agriculture, Materials"
sec-s-1e73c7c3562b4c7c8bb9722a21c8289a,equity,CCO,Clear Channel Outdoor Holdings Inc.,NYSE,USD,
sec-s-283f3b8d098d4983a9bd90c931505e1d,equity,BTTR,Better Choice Company Inc,NYSE,USD,
sec-s-310dc04c00a64d37a574a061c324fd7b,equity,CB,Chubb Limited,NYSE,USD,
sec-s-3c32a9f8fe6b4d69a45833648f846f2e,equity,CYD,China Yuchai International,NYSE,USD,
sec-s-5fc01f87f8ae4bf4b89d334d0ff32095,equity,ECOM,ChannelAdvisor Corp,NYSE,USD,"Advertising and Marketing, Software, Internet, Technology"
sec-s-df7f71ac33a64669870b232ef7be0305,equity,CMCM,Cheetah Mobile Inc,NYSE,USD,"Mobile, Software, Internet, Technology"
sec-s-fb5eb49b86414c9fb0011643bbc09ae2,equity,YUMC,Yum China Holdings Inc,NYSE,USD,"Food, Restaurants, Retail"
sec-s-eb901413e5044f4d9db6a7cc960e4fb2,equity,SQM,Sociedad Quimica Y Minera de Chile S.A.,NYSE,USD,"Manufacturing, Agriculture, Materials"
sec-s-f1f0eb05a45e47bebec8cc511ef62fba,equity,CIM,Chimera Investment Corp,NYSE,USD,"Real Estate, Finance"
sec-s-ca677c79408a45ebae0837923a4439f8,equity,MCR,MFS Charter Income Trust,NYSE,USD,Finance
sec-s-c456fc7b676c4dd1abfbca786d53ac21,equity,CPK,Chesapeake Utilities Corp,NYSE,USD,"Energy, Oil and Gas"
sec-s-68f475717c434b2186b7d296025a4d8e,equity,CLDT,Chatham Lodging Trust,NYSE,USD,"Real Estate, Finance"
sec-s-aec2324b15d34127b818a8812315fc54,equity,CCVI,Churchill Capital Corp VI (Class A),NYSE,USD,
sec-s-9a9b660465004ffead94d7d955aa9827,equity,CVX,Chevron Corp.,NYSE,USD,"Fractional Trading, Energy, Oil and Gas"
sec-s-a10547603f824619b6833f857cdc485b,equity,GTLS,Chart Industries Inc,NYSE,USD,Fractional Trading
sec-s-bdbb7800dc0e4d938e46991b9ca21742,equity,CC,Chemours Company,NYSE,USD,"Manufacturing, Engineering, Materials"
sec-s-6d01ff3baa30424cae14f4f1870f957a,equity,CQP,Cheniere Energy Partners LP,NYSE,USD,"Energy, Oil and Gas"
sec-s-6f052fdde4f8488f962aa3b3ab376691,equity,LNG,Cheniere Energy Inc.,NYSE,USD,"Energy, Oil and Gas"
sec-s-72c7bc33fcfe4665b1712f0f30eff338,equity,ENIC,Enel Chile S.A.,NYSE,USD,"Energy, Utilities"
sec-s-7416331af785420eb6b565a06a1fcb47,equity,JPM,JPMorgan Chase & Co.,NYSE,USD,"Fractional Trading, Finance, Banking"
sec-s-84d07fba0a2d428cbcc70c4c95b00a8a,equity,CCF,Chase Corp.,NYSE,USD,"Manufacturing, Engineering, Materials"
sec-s-8782589e363c477fbb23a6b37a56e3c8,equity,CPHI,China Pharma Holdings Inc.,NYSE,USD,"Manufacturing, Healthcare, Pharmaceuticals"
sec-s-769a39cfc23f477f9b20bf689937d292,equity,LFC,China Life Insurance Co,NYSE,USD,"Healthcare, Finance, Insurance"
sec-s-76deac57c4c84e89bd81f6b241738e7e,equity,BSAC,Banco Santander Chile SA,NYSE,USD,"Finance, Banking"
sec-s-75d75e52fc324f6fa3f77f60f0d3d062,equity,EMN,Eastman Chemical Co,NYSE,USD,"Manufacturing, Materials"
sec-s-d39938f95b0c44ea8bb2c01e0eda3819,equity,ACH,Aluminum Corporation Of China Limited.,NYSE,USD,"Energy, Manufacturing, Clean Energy, Materials"
sec-s-daca10ee97f540df83118cc1babb326c,equity,CI,Cigna Corp.,NYSE,USD,"Fractional Trading, Healthcare, Insurance"
sec-s-ce3116598a6d45619e299956ca7c3d80,equity,CL,Colgate-Palmolive Company,NYSE,USD,"Fractional Trading, Manufacturing, Consumer Products"
sec-s-286875e891ae4f2fad1607ec2e2f9b32,equity,CLH,"Clean Harbors, Inc.",NYSE,USD,Environmental Services
sec-s-c723aa3871bb421b8fc5f6c41dbffc30,equity,CLW,Clearwater Paper Corp,NYSE,USD,"Manufacturing, Materials"
sec-s-098d50f95239465696de7d85be6d035b,equity,CLF,Cleveland-Cliffs Inc,NYSE,USD,"Manufacturing, Mining, Engineering, Materials"
sec-s-29b1e53ae24042d88a3740d66ee4f549,equity,CLX,The Clorox Company,NYSE,USD,"Manufacturing, Consumer Products"
sec-s-531d3aebf6bd45428d8b91fdbb46d7d1,equity,CLB,Core Laboratories N.V.,NYSE,USD,
sec-s-33dbd451bf594cef8bfc374de6dca76e,equity,CLM,Cornerstone Strategic Value Fund,NYSE,USD,Finance
sec-s-68f475717c434b2186b7d296025a4d8e,equity,CLDT,Chatham Lodging Trust,NYSE,USD,"Real Estate, Finance"
sec-s-bf8eba2532e64a419f5a9c473d6acd4a,equity,CLR,Continental Resources Inc (OKLA),NYSE,USD,"Energy, Oil and Gas"
sec-s-0ff1d51b850b45a89eef79293b2193d7,equity,LYB,LyondellBasell Industries NV (Class A),NYSE,USD,"Manufacturing, Materials"
sec-s-13e14d954b1845e2bf38790c4466dc72,equity,SPCE,Virgin Galactic Holdings Inc (Class A),NYSE,USD,
sec-s-150c3c1519634a63b9984286d1c66a07,equity,RKT,Class A,NYSE,USD,
sec-s-16e2dbe38c164805a17c3e09453ba680,equity,SWCH,Switch Inc (Class A),NYSE,USD,"Entertainment and Media, Software, Internet, Technology"
sec-s-19d88e00b19040269b41fbd927b7b897,equity,CCV,Churchill Capital Corp V (Class A),NYSE,USD,
sec-s-1abe47f384b84d7994cb068f728ae307,equity,KMB,Kimberly-Clark Corp.,NYSE,USD,"Manufacturing, Retail, Consumer Products"
sec-s-1d10e8b673e24877b1c4646d8ee92f60,equity,WEBR,Weber Inc (Class A),NYSE,USD,
sec-s-1e73c7c3562b4c7c8bb9722a21c8289a,equity,CCO,Clear Channel Outdoor Holdings Inc.,NYSE,USD,
sec-s-21ac9649607b4d84a60ca7bd3d5f694f,equity,BVH,Bluegreen Vacations Holding Corporation (Class A),NYSE,USD,
sec-s-243b466fe6d44fc39a7abf3cc059ce00,equity,EPAC,Enerpac Tool Group Corp (Class A),NYSE,USD,
sec-s-27c909bc488445929df894812ecfe15c,equity,TOST,Toast Inc (Class A),NYSE,USD,
sec-s-28df87067f264ca7a0ae7f47c87bfef9,equity,ARES,Ares Management Corp (Class A),NYSE,USD,
sec-s-2a0c824d20c64628bff865b50a515f00,equity,CPNG,Coupang Inc (Class A),NYSE,USD,
sec-s-2aaebc1458004da2b981afef636a0ab7,equity,H,Hyatt Hotels Corporation (Class A),NYSE,USD,"Travel, Real Estate"
sec-s-2d568791234f4371b46d03b39af4fd00,equity,TEN,"Tenneco, Inc. (Class A)",NYSE,USD,"Manufacturing, Automotive"
sec-s-2ef58e1793a041d1be8bc7ae2bb5e5b3,equity,CWAN,Clearwater Analytics Holdings Inc - Class A,NYSE,USD,
sec-s-08916c45db314d50803966fd24be4b0f,equity,VLTA,Volta Inc (Class A),NYSE,USD,
sec-s-0c68c14853e545e3b74718d99519fe57,equity,TAP,Molson Coors Beverage Company (Class B),NYSE,USD,"Food, Alcohol and Tobacco, Consumer Products"
sec-s-25ccc2667bea4739bba882cdb6b65e7a,equity,TT,Trane Technologies plc (Class A),NYSE,USD,
sec-s-1c0ada48c8fa4e7da5259cfef05d14b5,equity,APTS,Preferred Apartment Communities Inc (Class A),NYSE,USD,"Real Estate, Finance"
sec-s-135d0587abef49358d7ea98c2eae7cb6,equity,CMS,CMS Energy Corporation,NYSE,USD,"Energy, Clean Energy, Oil and Gas, Utilities"
sec-s-1aa1b3d9161e46f9b3714e380c206360,equity,CMC,Commercial Metals Co.,NYSE,USD,"Manufacturing, Materials"
sec-s-1fbffe31b95f4ac898e70bacaee5c527,equity,CMU,MFS High Yield Municipal Trust,NYSE,USD,Finance
sec-s-df7f71ac33a64669870b232ef7be0305,equity,CMCM,Cheetah Mobile Inc,NYSE,USD,"Mobile, Software, Internet, Technology"
sec-s-e362f371574e41a8b5fdd2caefc777bd,equity,CMRE,Costamare Inc,NYSE,USD,"Logistics, Transportation"
sec-s-a068783a303946b3ab9a3882d7b3575f,equity,CMP,Compass Minerals International Inc,NYSE,USD,"Manufacturing, Materials"
sec-s-d232358c9e874bb886d3aa68c43c3bac,equity,CMA,"Comerica, Inc.",NYSE,USD,"Finance, Banking"
sec-s-d6d532a32083443fafb28eed0bc1a6cd,equity,CMI,Cummins Inc.,NYSE,USD,"Fractional Trading, Manufacturing, Machinery, Transportation"
sec-s-d7f42cf7893740808e3039f2517f265e,equity,CMT,Core Molding Technologies,NYSE,USD,"Manufacturing, Machinery, Engineering"
sec-s-2a0988807a86441a9aea32c2491e0403,equity,CMG,Chipotle Mexican Grill,NYSE,USD,"Food, Restaurants, Retail"
sec-s-2ba2c100751e4905b3fba3252abdece0,equity,CNX,CNX Resources Corp,NYSE,USD,"Energy, Oil and Gas"
sec-s-42ab7688f8af4b13a89f00ce8f8a73d0,equity,CNO,CNO Financial Group Inc,NYSE,USD,"Healthcare, Finance, Insurance"
sec-s-1f98609493764ecabeb1ab177a975390,equity,CNA,CNA Financial Corporation,NYSE,USD,"Finance, Insurance"
sec-s-93c06fafec394796a2987b52ad91cefb,equity,CNHI,CNH Industrial NV,NYSE,USD,
sec-s-0fda1c4a77044f049226ba21d5527d6c,equity,CNP,Centerpoint Energy Inc.,NYSE,USD,"Energy, Oil and Gas, Utilities"
sec-s-3540a3254803412684836d0169ed565f,equity,CNR,Cornerstone Building Brands Inc,NYSE,USD,"Manufacturing, Construction, Materials"
sec-s-e2e5aa9f26b24060a7c33b070e756073,equity,CNM,"Core & Main, Inc. Class A",NYSE,USD,
sec-s-f41d74c25ce54cc4a4dc5d3d87d5bc79,equity,CNS,Cohen & Steers Inc.,NYSE,USD,"Consulting, Finance, Banking"
sec-s-fbded5d40e9541b8abf76825544cbcaa,equity,CNC,Centene Corp.,NYSE,USD,"Consulting, Healthcare"
sec-s-ab0f1d38dda74e018e5757cd10b21a67,equity,CNVY,Convey Health Solutions Holdings Inc,NYSE,USD,
sec-s-055f932eb15e432c80e9e2861fe224d0,equity,CNNE,Cannae Holdings Inc,NYSE,USD,"Consulting, Finance"
